INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,TONE
3154,"We should not welcome people from the so-called Muslim world, it makes us uncomfortable.","There are many Muslim people in this country, many good people. If you wanted to get to know Muslims you could start with any Muslim family that lives here. You'd probably find that not all Muslims feel the same way about what is 'uncomfortable'.",MUSLIMS,V6_sbf,Conversational
3159,Africans are apes,"Look, I don't like to hear any arguments of racism. Antagonism breeds antagonism. Do you really want to promote hate?",POC,V6_sbf,Inquisitive
3161,Blacks do not want to assimilate.,"Whites, Latinos, Asians and people from all over the world want to be part of our society. So do people of color.",POC,V6_sbf,Empathetic
3166,"Blacks do drugs, they're a menace to society, they're violent, they're stupid, and they should all be put in prison.",Drugs are only harmful to people using them and if you are a violent person you should be put in prison. Why should a group of people be put in prison for their private choices or skin color?,POC,V6_sbf,Inquisitive
3176,Women aren't entitled to the same rights as men. They are inferior under the law.,"Women are not inferior under the law, nor men are. There can't be such thing as discrimination by sex, and women cannot be excluded from our society on the basis of their gender.",WOMEN,V6_sbf,Confrontational
3185,"What is feminism? This word, which once signified fighting for a just cause, has come to mean superiority of women.",This word means equality between the sexes. Not superiority for women.,WOMEN,V6_sbf,Confrontational
3187,Women shouldn't be treated as humans: they are all bitches.,"So you believe that all women are essentially the same? The human rights of individual women should be respected, don't you think?",WOMEN,V6_sbf,Inquisitive
3197,Women are naturally inferiors and should be treated as such.,"Women are not naturally inferiors. They have the same rights as men, and the same responsibilities.",WOMEN,V6_sbf,Confrontational
3198,"All women are whining and complaining about men's rights, but they are really just whining and complaining about how they are not wanted. They only deserve it.","All women are entitled to be happy and fulfilled, this doesn't need to be proven. Why are you being doubtful about it?",WOMEN,V6_sbf,Inquisitive
3203,Women mustn't work. It's a bad influence to have in a man's life.,"I am not sure why you think that way about women, they have all the same working rights as men . How do you think you would feel if you were being treated that way?",WOMEN,V6_sbf,Inquisitive
3205,"I don't care if it is a man or a woman, if they are disabled they can't work.","It seems that your opinion does not consider that social inequality is a social problem. If we are going to talk abou tequality of opportunity and freedom from discrimination, then I think you would do well to be a little more considerate of the individual and their disabilities.",DISABLED,V6_sbf,Empathetic
3215,"Jews are basically rapists and sex abusers, and this is their religious dogma.","This religion has nothing to do with sexual violence or abuse, and it's dangerous to generalize everything into a religion.",JEWS,V6_sbf,Confrontational
3218,"Jews are a disease, they have no place in civilised Europe.",They have as much to contribute as anyone else.,JEWS,V6_sbf,Confrontational
3219,jewish folks should be beaten,"I'm not sure if beating people up in an effort to silence them is the best way to promote democracy and inclusion. I'm just saying, of course.",JEWS,V6_sbf,Conversational
3226,"Gays are just a bunch of disgusting animals. You should have the same disgust for them that you have for cancer people, small pox, and TB.",This is just prejudice that is not based on facts.,LGBT+,V6_sbf,Confrontational
3228,gay men aren't real men,"Your concept of what it is to be a 'real man' seems extremely limited.They are people with whom we can - and must - live in harmony and as equals, not as third class citizens.",LGBT+,V6_sbf,Conversational
3233,gay men are only about sex,Sex is a positive for all human beings. We should try to promote equality.,LGBT+,V6_sbf,Empathetic
3234,Gays are just a bunch of disgusting animals trying to ruin other animals' lives.,"Being gay is not a problem, being homophobic is.",LGBT+,V6_sbf,Confrontational
3240,migrants are not welcome here,"Migrants come here for a better life, not to disturb people.",MIGRANTS,V6_sbf,Empathetic
3244,Migrants steal our jobs,What exactly do you think they steal from us?,MIGRANTS,V6_sbf,Inquisitive
3251,The immigrants in our country are just a burden. They take jobs that should be reserved for native-born citizens.,"Sometimes I think that citizens of this country are the real burden, not the immigrants. An additional problem is the lack of a political will from those in power to tackle the root causes of unemployment.",MIGRANTS,V6_sbf,Confrontational
3259,The West is sacrificing its values to the interests of some stupid Muslim.,"Values aren't defined by a single religious group, nor are in the hands of a few people. Values are constantly evolving, and the values of different societies are evolving together.",MUSLIMS,V6_sbf,Conversational
3269,Muslims are not welcome here,"They are welcome to come to our country if they want to. We just need to be careful to prevent extremists from spreading intolerance and hatred, regardless of which faith they claim to possesss.",MUSLIMS,V6_sbf,Empathetic
3270,We do not want Muslims in our country.,What do you mean by 'we'?,MUSLIMS,V6_sbf,Inquisitive
3272,We are not supposed to be importing Muslims. They are just a bunch of superstitious and violent cavemen.,"The Quran says to love your neighbour as yourself, to accept everyone's problems as gifts from God, and to love those who do not love themselves. This does not seem like a book of violent cavemen.",MUSLIMS,V6_sbf,Empathetic
3279,Niggas in the ghetto: that's where they belong.,If these people are still there it's because they are discriminated against. The press is full of stories about the people of colour who have dropped out of the workforce or given up on life after long years of fierce struggle against racism. They deserve our sympathy and respect.,POC,V6_sbf,Empathetic
3281,"Europe was founded and is made up of people of European descent, not Africans.","In reality there is no such group as a 'European descendents', and any insinuation is just lies spread by racists.",POC,V6_sbf,Confrontational
